participant,intercept,x,y
1,-9.103987072774032,0.022866949969676864,-9.454490224465744
1,-9.103987072774032,0.025569103332357845,-9.265862135082259
1,-9.103987072774032,0.03242495886252683,-9.687238255182809
1,-9.103987072774032,0.032723994301139925,-9.464708010240814
1,-9.103987072774032,0.036451248322167173,-9.372279830083265
1,-9.103987072774032,0.03796921692694821,-9.39508001335058
1,-9.103987072774032,0.03857092316235833,-9.404036898299253
1,-9.103987072774032,0.03945481767426706,-9.647860458050772
1,-9.103987072774032,0.04186674974875759,-9.569791627409314
1,-9.103987072774032,0.04546949815285262,-9.383600811271245
2,-6.696397818386485,0.053059424485393025,-7.558397920991052
2,-6.696397818386485,0.053877743676363554,-7.000918143237667
2,-6.696397818386485,0.07319422123083008,-7.5410124538180066
2,-6.696397818386485,0.07910104217629743,-7.254625957256496
2,-6.696397818386485,0.08023349348478681,-7.950090573363569
2,-6.696397818386485,0.0835434299294453,-7.424232424019269
2,-6.696397818386485,0.10085859104522166,-7.846807207041159
2,-6.696397818386485,0.10305405184612337,-7.4594494043472395
2,-6.696397818386485,0.1093105151646997,-7.819755365446876
2,-6.696397818386485,0.10937339268700785,-8.048332923452328
3,-5.404327028500132,0.1125431140433566,-6.320937953655316
3,-5.404327028500132,0.13353967592343363,-6.9527038597105815
3,-5.404327028500132,0.13607970210569964,-7.061359421095195
3,-5.404327028500132,0.13667301033822488,-7.028745110599857
3,-5.404327028500132,0.1387386997795519,-7.020435337221683
3,-5.404327028500132,0.13876915695467273,-6.998070533990685
3,-5.404327028500132,0.14296252407525012,-7.018284867935289
3,-5.404327028500132,0.15642290217843435,-6.754165043402998
3,-5.404327028500132,0.16260604656008082,-6.793590689623856
3,-5.404327028500132,0.16953141420787687,-6.800398195935776
4,-3.887684761329624,0.1696362575837671,-5.1095263234682005
4,-3.887684761329624,0.1779704602919232,-5.536191954804479
4,-3.887684761329624,0.17847955589273656,-5.707625191062728
4,-3.887684761329624,0.17861793515885238,-5.996734673113688
4,-3.887684761329624,0.1831071892507703,-5.837385995888594
4,-3.887684761329624,0.1831527336532205,-5.720728533556831
4,-3.887684761329624,0.18481437483051522,-5.408778958047581
4,-3.887684761329624,0.18554168693446071,-5.905991688125493
4,-3.887684761329624,0.18735864706142158,-5.3606137099291455
4,-3.887684761329624,0.1996333286482247,-5.49288610531349
5,-2.945231887330479,0.20103766147872104,-5.020124492458406
5,-2.945231887330479,0.20263513230551344,-5.061388505580364
5,-2.945231887330479,0.21425596288493742,-5.085343256952641
5,-2.945231887330479,0.2166397127268621,-5.309111701847458
5,-2.945231887330479,0.22484261212330414,-5.469608231268428
5,-2.945231887330479,0.2323071272464986,-5.40924550534466
5,-2.945231887330479,0.2431156753134085,-5.2560515302167
5,-2.945231887330479,0.24471954767634918,-5.96344032022467
5,-2.945231887330479,0.24980456060231693,-5.269960422291174
5,-2.945231887330479,0.2518568590408138,-5.057672159487771
6,-2.8868121772614233,0.26101658314752796,-5.189419878160095
6,-2.8868121772614233,0.2622732208029519,-5.0972681916152665
6,-2.8868121772614233,0.2667743770719413,-5.92603917673101
6,-2.8868121772614233,0.27898647303020463,-5.945899967183366
6,-2.8868121772614233,0.2826662622956666,-5.317329727977734
6,-2.8868121772614233,0.28909783125249755,-5.680775355690339
6,-2.8868121772614233,0.2892992815482438,-5.460936622278777
6,-2.8868121772614233,0.3026306416600065,-5.86037598226176
6,-2.8868121772614233,0.30269888812875856,-5.758842123599296
6,-2.8868121772614233,0.3083843510756832,-6.221229675236223
7,-2.2701687852475088,0.31119856684604685,-5.515307216938304
7,-2.2701687852475088,0.31385260677792237,-5.174687959572602
7,-2.2701687852475088,0.32657561880327557,-5.491111369762331
7,-2.2701687852475088,0.33012717370971334,-5.580692546290963
7,-2.2701687852475088,0.33888996611535227,-5.448403439761663
7,-2.2701687852475088,0.3428052291614103,-5.901539920498322
7,-2.2701687852475088,0.3469019537755197,-6.157422855590885
7,-2.2701687852475088,0.3529169532326819,-6.0119762775111365
7,-2.2701687852475088,0.35630947732495777,-5.903692393416144
7,-2.2701687852475088,0.3690399964680221,-5.580585894046107
8,-1.737264415501193,0.3751227624957739,-5.728290533744599
8,-1.737264415501193,0.3803234809406789,-5.35915157257887
8,-1.737264415501193,0.380809518748513,-5.40650244534349
8,-1.737264415501193,0.38661219431671634,-5.395948895008518
8,-1.737264415501193,0.39563747511048153,-5.326424625035277
8,-1.737264415501193,0.4063212708530659,-5.801432693835841
8,-1.737264415501193,0.41434632479962163,-5.616355954213669
8,-1.737264415501193,0.4159186670147922,-6.1423673244515795
8,-1.737264415501193,0.41645775215958203,-5.6305017545903935
8,-1.737264415501193,0.4256511012197527,-5.9023091905471645
9,-1.4440834710160373,0.4300468142111865,-6.017798509705377
9,-1.4440834710160373,0.43555546476634577,-6.35875604516738
9,-1.4440834710160373,0.44165318416092714,-5.891487531722412
9,-1.4440834710160373,0.4441122950440465,-5.929781171572175
9,-1.4440834710160373,0.461697662470697,-5.506954960436969
9,-1.4440834710160373,0.46201044129800417,-5.500942518267489
9,-1.4440834710160373,0.46353471398405754,-6.331024212684577
9,-1.4440834710160373,0.46363438246863564,-5.829459150449918
9,-1.4440834710160373,0.4735678802411608,-6.210812461193238
9,-1.4440834710160373,0.47612445441124895,-6.243445052092427
10,-0.822750062268032,0.47689815017362713,-5.917008980381024
10,-0.822750062268032,0.4779740135383469,-5.671051667514637
10,-0.822750062268032,0.4844984551528021,-5.574932009751894
10,-0.822750062268032,0.49060154817431567,-5.884051802500782
10,-0.822750062268032,0.49192893928474624,-5.574817115199633
10,-0.822750062268032,0.4930907184029588,-5.723268573516864
10,-0.822750062268032,0.4943366051327067,-5.327487647937895
10,-0.822750062268032,0.496281717671187,-5.5864966564948375
10,-0.822750062268032,0.49813961036179266,-5.686419157805439
10,-0.822750062268032,0.5001079204417592,-5.784196568764919
11,-0.07729654047476577,0.5057456833900043,-5.228556873121519
11,-0.07729654047476577,0.5174602417688304,-5.011162050081381
11,-0.07729654047476577,0.5203119444971533,-5.420254336150348
11,-0.07729654047476577,0.5210847114597973,-5.099469859878319
11,-0.07729654047476577,0.5214873031839404,-5.30092017275583
11,-0.07729654047476577,0.5358882408436372,-5.393735630774714
11,-0.07729654047476577,0.5395755249234239,-4.968784185830024
11,-0.07729654047476577,0.5460747365304214,-5.352245315383283
11,-0.07729654047476577,0.548967345099569,-5.373227347341343
11,-0.07729654047476577,0.5529311724432222,-5.703953718635266
12,0.006651328273265839,0.5562164868036489,-5.548261101321639
12,0.006651328273265839,0.560185622302057,-5.544100526158236
12,0.006651328273265839,0.5644536326774812,-5.820209787233709
12,0.006651328273265839,0.5758255178198639,-5.987581235136435
12,0.006651328273265839,0.5787496113205873,-5.718781709484245
12,0.006651328273265839,0.5797107815939463,-5.466923412234044
12,0.006651328273265839,0.5838981780137995,-6.125219049591732
12,0.006651328273265839,0.5843076357569016,-5.80099443939205
12,0.006651328273265839,0.5917516930676422,-6.082922593284933
12,0.006651328273265839,0.6105377408481294,-5.978383509839457
13,1.7800933062684199,0.6149324753622187,-4.282203821055374
13,1.7800933062684199,0.6320916847324551,-4.8573981008415
13,1.7800933062684199,0.638053984717385,-4.898784544591422
13,1.7800933062684199,0.6404413055996331,-4.509734157501919
13,1.7800933062684199,0.6451189984951727,-4.63021022931543
13,1.7800933062684199,0.6471167135451114,-4.605585461191828
13,1.7800933062684199,0.6495404631604762,-4.565577092850491
13,1.7800933062684199,0.6640493094413982,-4.699486390956117
13,1.7800933062684199,0.6663579478569596,-4.318208673685731
13,1.7800933062684199,0.6675444589256175,-4.795375547403308
14,2.5846141769933557,0.6732218267193463,-4.134564057312518
14,2.5846141769933557,0.6747040432734931,-4.238024356134667
14,2.5846141769933557,0.6789275690306019,-3.8046374306071433
14,2.5846141769933557,0.6812063808078306,-3.9658419279979134
14,2.5846141769933557,0.6821527701714027,-4.393677020895705
14,2.5846141769933557,0.6834703518935442,-4.509352005882572
14,2.5846141769933557,0.6876740931926751,-4.55673070759482
14,2.5846141769933557,0.6945884920570353,-4.135804083872016
14,2.5846141769933557,0.6977363851237776,-4.134661120489807
14,2.5846141769933557,0.7013699059343118,-4.378667656047519
15,3.81534648148099,0.7035291738013881,-3.6921868556245223
15,3.81534648148099,0.7037806929924809,-3.558205356129441
15,3.81534648148099,0.7066177648597786,-3.1595114333452434
15,3.81534648148099,0.7145951590411773,-3.3391816690914
15,3.81534648148099,0.7166490873934734,-3.332223049367265
15,3.81534648148099,0.7253489218662519,-3.489513790312121
15,3.81534648148099,0.7290856206264126,-3.6003303908017688
15,3.81534648148099,0.7308818114469667,-3.4193220967674476
15,3.81534648148099,0.7347218410133316,-3.5762505159843
15,3.81534648148099,0.7347658170361696,-3.9582744890932524
16,4.2450219711113295,0.7384628341563914,-3.2765511439859742
16,4.2450219711113295,0.7434131328771562,-3.114872892848482
16,4.2450219711113295,0.7448136012574599,-3.299066840567643
16,4.2450219711113295,0.7580360249227713,-3.165966891247473
16,4.2450219711113295,0.7582779867966488,-2.9118232017076844
16,4.2450219711113295,0.7623520843883806,-3.7173162243527935
16,4.2450219711113295,0.7672541069525759,-2.6249867515098333
16,4.2450219711113295,0.7913182347443759,-3.7866910156688602
16,4.2450219711113295,0.7916231853067416,-3.709233735405089
16,4.2450219711113295,0.7945478869785394,-3.552005531164328
17,7.785474072480301,0.801156431695686,-0.5738335241276278
17,7.785474072480301,0.8035886470755149,-0.2262124627178606
17,7.785474072480301,0.8037397700123178,-0.24610291668817008
17,7.785474072480301,0.8042356353788297,-0.3878152713451573
17,7.785474072480301,0.8076955975507973,-0.21750532790953025
17,7.785474072480301,0.813071480728264,-0.5121566905556807
17,7.785474072480301,0.8146246111896013,-0.34885025432071726
17,7.785474072480301,0.8287812022495744,-0.8975474503256313
17,7.785474072480301,0.8362070007447454,-0.4330092123744385
17,7.785474072480301,0.8416411484140771,-0.39797966874130514
18,9.256377752928522,0.8431168420521119,1.2747209592452775
18,9.256377752928522,0.8532576304162076,0.5440712661333231
18,9.256377752928522,0.8579604137835884,0.8302645790853591
18,9.256377752928522,0.8608319232256967,0.580998865836356
18,9.256377752928522,0.8615747749365014,0.8745510747395565
18,9.256377752928522,0.8704082964265311,0.16770647129736255
18,9.256377752928522,0.8734008431011248,0.3637441220017307
18,9.256377752928522,0.8834332260849691,0.40239864196738834
18,9.256377752928522,0.8858316044330559,0.7971135179514988
18,9.256377752928522,0.8939427440668857,-0.10437132927422338
19,10.44070383171106,0.8985071059711379,1.6371052364487466
19,10.44070383171106,0.8989918753530204,1.4397485574148
19,10.44070383171106,0.9030215954972695,1.5024761494213832
19,10.44070383171106,0.9046753424720537,1.2578661924909147
19,10.44070383171106,0.9062772769235077,1.0028481996845584
19,10.44070383171106,0.9094762092582502,1.664901990241553
19,10.44070383171106,0.9103573932050847,1.0703684509443667
19,10.44070383171106,0.9170287574816973,1.3085945125585026
19,10.44070383171106,0.9171927061604335,1.0080997587001346
19,10.44070383171106,0.9189288882574176,1.3184105298178939
20,10.93689457870942,0.9252000772711074,1.980552813094616
20,10.93689457870942,0.9334854421889589,1.6818828046353003
20,10.93689457870942,0.9405244095266561,1.3760762603240146
20,10.93689457870942,0.9455174169762407,1.4494984919708058
20,10.93689457870942,0.9525111535091707,1.5011524017548
20,10.93689457870942,0.9651581834600466,0.9202541281871037
20,10.93689457870942,0.9677189597257391,1.3946143907111102
20,10.93689457870942,0.970798194813456,1.263377930973365
20,10.93689457870942,0.9708460120902251,1.1522953100275206
20,10.93689457870942,0.9833592482243325,1.2483117167007969
